component_1,table_type,component_2,component_3,component_4,component_5,value,component_6,component_7,component_8
REG2,IRE_PRICE,2005,MINBIO1,BIO,ANNUAL,3.105,REG2,IMP,MEuro05
REG2,IRE_PRICE,2005,MINCOA1,COA,ANNUAL,2.0,REG2,IMP,MEuro05
REG2,IRE_PRICE,2005,MINCOA2,COA,ANNUAL,2.5,REG2,IMP,MEuro05
REG2,IRE_PRICE,2005,MINCOA3,COA,ANNUAL,3.0,REG2,IMP,MEuro05
REG2,IRE_PRICE,2005,MINGAS1,GAS,ANNUAL,3.6,REG2,IMP,MEuro05
REG2,IRE_PRICE,2005,MINGAS2,GAS,ANNUAL,4.14,REG2,IMP,MEuro05
REG2,IRE_PRICE,2005,MINGAS3,GAS,ANNUAL,5.4,REG2,IMP,MEuro05
REG2,IRE_PRICE,2005,MINNUC1,NUC,ANNUAL,0.25,REG2,IMP,MEuro05
REG2,IRE_PRICE,2005,MINOIL1,OIL,ANNUAL,6.4,REG2,IMP,MEuro05
REG2,IRE_PRICE,2005,MINOIL2,OIL,ANNUAL,7.36,REG2,IMP,MEuro05
REG2,IRE_PRICE,2005,MINOIL3,OIL,ANNUAL,9.6,REG2,IMP,MEuro05
REG1,NCAP_AFA,2005,AOTETOT,UP,,1.0,,,
REG1,NCAP_AFA,2005,CAPEELC,UP,,0.3,,,
REG1,NCAP_AFA,2005,COTEBIO,UP,,0.3,,,
REG1,NCAP_AFA,2005,COTECOA,UP,,0.3,,,
REG1,NCAP_AFA,2005,COTEELC,UP,,0.3,,,
REG1,NCAP_AFA,2005,COTEGAS,UP,,0.3,,,
REG1,NCAP_AFA,2005,COTEOIL,UP,,0.3,,,
REG1,NCAP_AFA,2005,CSHEBIO,UP,,0.3,,,
REG1,NCAP_AFA,2005,CSHECOA,UP,,0.3,,,
REG1,NCAP_AFA,2005,CSHEELC,UP,,0.3,,,
REG1,NCAP_AFA,2005,CSHEGAS,UP,,0.3,,,
REG1,NCAP_AFA,2005,CSHEOIL,UP,,0.3,,,
REG1,NCAP_AFA,2005,CSHESOL,UP,,0.3,,,
REG1,NCAP_AFA,2005,ELCNENUC00,UP,,0.9,,,
REG1,NCAP_AFA,2005,ELCREBIO00,UP,,0.6,,,
REG1,NCAP_AFA,2005,ELCREHYD00,UP,,0.5,,,
REG1,NCAP_AFA,2005,ELCRESOL00,UP,,0.3,,,
REG1,NCAP_AFA,2005,ELCREWIN00,UP,,0.35,,,
REG1,NCAP_AFA,2005,ELCTECOA00,UP,,0.85,,,
REG1,NCAP_AFA,2005,ELCTEGAS00,UP,,0.85,,,
REG1,NCAP_AFA,2005,ELCTEOIL00,UP,,0.85,,,
REG1,NCAP_AFA,2005,IDM1ETOT,UP,,0.95,,,
REG1,NCAP_AFA,2005,RAPEELC,UP,,0.3,,,
REG1,NCAP_AFA,2005,ROTEBIO,UP,,0.3,,,
REG1,NCAP_AFA,2005,ROTECOA,UP,,0.3,,,
REG1,NCAP_AFA,2005,ROTEELC,UP,,0.3,,,
REG1,NCAP_AFA,2005,ROTEGAS,UP,,0.3,,,
REG1,NCAP_AFA,2005,ROTEOIL,UP,,0.3,,,
REG1,NCAP_AFA,2005,RSHEBIO,UP,,0.3,,,
REG1,NCAP_AFA,2005,RSHECOA,UP,,0.3,,,
REG1,NCAP_AFA,2005,RSHEELC,UP,,0.3,,,
REG1,NCAP_AFA,2005,RSHEGAS,UP,,0.3,,,
REG1,NCAP_AFA,2005,RSHEOIL,UP,,0.3,,,
REG1,NCAP_AFA,2005,RSHESOL,UP,,0.3,,,
REG1,NCAP_AFA,2005,TCAREBIO,UP,,11.5,,,
REG1,NCAP_AFA,2005,TCAREDSL,UP,,16.5,,,
REG1,NCAP_AFA,2005,TCAREELC,UP,,11.5,,,
REG1,NCAP_AFA,2005,TCAREGAS,UP,,14.0,,,
REG1,NCAP_AFA,2005,TCAREGSL,UP,,11.5,,,
REG1,NCAP_AFA,2005,TCARELPG,UP,,14.0,,,
REG1,NCAP_AFA,2005,TPUBEBIO,UP,,20.0,,,
REG1,NCAP_AFA,2005,TPUBEDSL,UP,,50.0,,,
REG1,NCAP_AFA,2005,TPUBEELC,UP,,100.0,,,
REG1,NCAP_AFA,2005,TPUBEGAS,UP,,50.0,,,
REG1,NCAP_AFA,2005,TPUBEGSL,UP,,20.0,,,
REG1,NCAP_AFA,2005,TPUBELPG,UP,,50.0,,,
REG2,NCAP_AFA,2005,AOTETOT,UP,,1.0,,,
REG2,NCAP_AFA,2005,CAPEELC,UP,,0.3,,,
REG2,NCAP_AFA,2005,COTEBIO,UP,,0.3,,,
REG2,NCAP_AFA,2005,COTECOA,UP,,0.3,,,
REG2,NCAP_AFA,2005,COTEELC,UP,,0.3,,,
REG2,NCAP_AFA,2005,COTEGAS,UP,,0.3,,,
REG2,NCAP_AFA,2005,COTEOIL,UP,,0.3,,,
REG2,NCAP_AFA,2005,CSHEBIO,UP,,0.3,,,
REG2,NCAP_AFA,2005,CSHECOA,UP,,0.3,,,
REG2,NCAP_AFA,2005,CSHEELC,UP,,0.3,,,
REG2,NCAP_AFA,2005,CSHEGAS,UP,,0.3,,,
REG2,NCAP_AFA,2005,CSHEOIL,UP,,0.3,,,
REG2,NCAP_AFA,2005,CSHESOL,UP,,0.3,,,
REG2,NCAP_AFA,2005,ELCNENUC00,UP,,0.9,,,
REG2,NCAP_AFA,2005,ELCREBIO00,UP,,0.6,,,
REG2,NCAP_AFA,2005,ELCREHYD00,UP,,0.5,,,
REG2,NCAP_AFA,2005,ELCRESOL00,UP,,0.3,,,
REG2,NCAP_AFA,2005,ELCREWIN00,UP,,0.35,,,
REG2,NCAP_AFA,2005,ELCTECOA00,UP,,0.85,,,
REG2,NCAP_AFA,2005,ELCTEGAS00,UP,,0.85,,,
REG2,NCAP_AFA,2005,ELCTEOIL00,UP,,0.85,,,
REG2,NCAP_AFA,2005,IDM1ETOT,UP,,0.95,,,
REG2,NCAP_AFA,2005,RAPEELC,UP,,0.3,,,
REG2,NCAP_AFA,2005,ROTEBIO,UP,,0.3,,,
REG2,NCAP_AFA,2005,ROTECOA,UP,,0.3,,,
REG2,NCAP_AFA,2005,ROTEELC,UP,,0.3,,,
REG2,NCAP_AFA,2005,ROTEGAS,UP,,0.3,,,
REG2,NCAP_AFA,2005,ROTEOIL,UP,,0.3,,,
REG2,NCAP_AFA,2005,RSHEBIO,UP,,0.3,,,
REG2,NCAP_AFA,2005,RSHECOA,UP,,0.3,,,
REG2,NCAP_AFA,2005,RSHEELC,UP,,0.3,,,
REG2,NCAP_AFA,2005,RSHEGAS,UP,,0.3,,,
REG2,NCAP_AFA,2005,RSHEOIL,UP,,0.3,,,
REG2,NCAP_AFA,2005,RSHESOL,UP,,0.3,,,
REG2,NCAP_AFA,2005,TCAREBIO,UP,,11.5,,,
REG2,NCAP_AFA,2005,TCAREDSL,UP,,16.5,,,
REG2,NCAP_AFA,2005,TCAREELC,UP,,11.5,,,
REG2,NCAP_AFA,2005,TCAREGAS,UP,,14.0,,,
REG2,NCAP_AFA,2005,TCAREGSL,UP,,11.5,,,
REG2,NCAP_AFA,2005,TCARELPG,UP,,14.0,,,
REG2,NCAP_AFA,2005,TPUBEBIO,UP,,20.0,,,
REG2,NCAP_AFA,2005,TPUBEDSL,UP,,50.0,,,
REG2,NCAP_AFA,2005,TPUBEELC,UP,,100.0,,,
REG2,NCAP_AFA,2005,TPUBEGAS,UP,,50.0,,,
REG2,NCAP_AFA,2005,TPUBEGSL,UP,,20.0,,,
REG2,NCAP_AFA,2005,TPUBELPG,UP,,50.0,,,
REG1,NCAP_FOM,2005,ELCNENUC00,MEuro05,,38.0,,,
REG1,NCAP_FOM,2005,ELCREBIO00,MEuro05,,25.0,,,
REG1,NCAP_FOM,2005,ELCREHYD00,MEuro05,,50.0,,,
REG1,NCAP_FOM,2005,ELCRESOL00,MEuro05,,60.0,,,
REG1,NCAP_FOM,2005,ELCREWIN00,MEuro05,,35.0,,,
REG1,NCAP_FOM,2005,ELCTECOA00,MEuro05,,40.0,,,
REG1,NCAP_FOM,2005,ELCTEGAS00,MEuro05,,35.0,,,
REG1,NCAP_FOM,2005,ELCTEOIL00,MEuro05,,20.0,,,
REG1,NCAP_FOM,2005,TCAREBIO,MEuro05,,0.15,,,
REG1,NCAP_FOM,2005,TCAREDSL,MEuro05,,0.16,,,
REG1,NCAP_FOM,2005,TCAREELC,MEuro05,,0.15,,,
REG1,NCAP_FOM,2005,TCAREGAS,MEuro05,,0.16,,,
REG1,NCAP_FOM,2005,TCAREGSL,MEuro05,,0.15,,,
REG1,NCAP_FOM,2005,TCARELPG,MEuro05,,0.16,,,
REG1,NCAP_FOM,2005,TPUBEBIO,MEuro05,,0.225,,,
REG1,NCAP_FOM,2005,TPUBEDSL,MEuro05,,0.24,,,
REG1,NCAP_FOM,2005,TPUBEELC,MEuro05,,0.225,,,
REG1,NCAP_FOM,2005,TPUBEGAS,MEuro05,,0.24,,,
REG1,NCAP_FOM,2005,TPUBEGSL,MEuro05,,0.225,,,
REG1,NCAP_FOM,2005,TPUBELPG,MEuro05,,0.24,,,
REG2,NCAP_FOM,2005,ELCNENUC00,MEuro05,,38.0,,,
REG2,NCAP_FOM,2005,ELCREBIO00,MEuro05,,25.0,,,
REG2,NCAP_FOM,2005,ELCREHYD00,MEuro05,,50.0,,,
REG2,NCAP_FOM,2005,ELCRESOL00,MEuro05,,60.0,,,
REG2,NCAP_FOM,2005,ELCREWIN00,MEuro05,,35.0,,,
REG2,NCAP_FOM,2005,ELCTECOA00,MEuro05,,40.0,,,
REG2,NCAP_FOM,2005,ELCTEGAS00,MEuro05,,35.0,,,
REG2,NCAP_FOM,2005,ELCTEOIL00,MEuro05,,20.0,,,
REG2,NCAP_FOM,2005,TCAREBIO,MEuro05,,0.15,,,
REG2,NCAP_FOM,2005,TCAREDSL,MEuro05,,0.16,,,
REG2,NCAP_FOM,2005,TCAREELC,MEuro05,,0.15,,,
REG2,NCAP_FOM,2005,TCAREGAS,MEuro05,,0.16,,,
REG2,NCAP_FOM,2005,TCAREGSL,MEuro05,,0.15,,,
REG2,NCAP_FOM,2005,TCARELPG,MEuro05,,0.16,,,
REG2,NCAP_FOM,2005,TPUBEBIO,MEuro05,,0.225,,,
REG2,NCAP_FOM,2005,TPUBEDSL,MEuro05,,0.24,,,
REG2,NCAP_FOM,2005,TPUBEELC,MEuro05,,0.225,,,
REG2,NCAP_FOM,2005,TPUBEGAS,MEuro05,,0.24,,,
REG2,NCAP_FOM,2005,TPUBEGSL,MEuro05,,0.225,,,
REG2,NCAP_FOM,2005,TPUBELPG,MEuro05,,0.24,,,
REG1,NCAP_PKCNT,2005,ELCNENUC00,ANNUAL,,1.0,,,
REG1,NCAP_PKCNT,2005,ELCREBIO00,ANNUAL,,1.0,,,
REG1,NCAP_PKCNT,2005,ELCREHYD00,ANNUAL,,0.5,,,
REG1,NCAP_PKCNT,2005,ELCRESOL00,ANNUAL,,0.2,,,
REG1,NCAP_PKCNT,2005,ELCREWIN00,ANNUAL,,0.3,,,
REG1,NCAP_PKCNT,2005,ELCTECOA00,ANNUAL,,1.0,,,
REG1,NCAP_PKCNT,2005,ELCTEGAS00,ANNUAL,,1.0,,,
REG1,NCAP_PKCNT,2005,ELCTEOIL00,ANNUAL,,1.0,,,
REG2,NCAP_PKCNT,2005,ELCNENUC00,ANNUAL,,1.0,,,
REG2,NCAP_PKCNT,2005,ELCREBIO00,ANNUAL,,1.0,,,
REG2,NCAP_PKCNT,2005,ELCREHYD00,ANNUAL,,0.5,,,
REG2,NCAP_PKCNT,2005,ELCRESOL00,ANNUAL,,0.2,,,
REG2,NCAP_PKCNT,2005,ELCREWIN00,ANNUAL,,0.3,,,
REG2,NCAP_PKCNT,2005,ELCTECOA00,ANNUAL,,1.0,,,
REG2,NCAP_PKCNT,2005,ELCTEGAS00,ANNUAL,,1.0,,,
REG2,NCAP_PKCNT,2005,ELCTEOIL00,ANNUAL,,1.0,,,
REG1,PRC_ACTFLO,2005,TCAREBIO,TCAREBIO_DEMO,,1.25,,,
REG1,PRC_ACTFLO,2005,TCAREDSL,TCAREDSL_DEMO,,1.25,,,
REG1,PRC_ACTFLO,2005,TCAREELC,TCAREELC_DEMO,,1.25,,,
REG1,PRC_ACTFLO,2005,TCAREGAS,TCAREGAS_DEMO,,1.25,,,
REG1,PRC_ACTFLO,2005,TCAREGSL,TCAREGSL_DEMO,,1.25,,,
REG1,PRC_ACTFLO,2005,TCARELPG,TCARELPG_DEMO,,1.25,,,
REG1,PRC_ACTFLO,2005,TPUBEBIO,TPUBEBIO_DEMO,,15.0,,,
REG1,PRC_ACTFLO,2005,TPUBEDSL,TPUBEDSL_DEMO,,15.0,,,
REG1,PRC_ACTFLO,2005,TPUBEELC,TPUBEELC_DEMO,,200.0,,,
REG1,PRC_ACTFLO,2005,TPUBEGAS,TPUBEGAS_DEMO,,15.0,,,
REG1,PRC_ACTFLO,2005,TPUBEGSL,TPUBEGSL_DEMO,,15.0,,,
REG1,PRC_ACTFLO,2005,TPUBELPG,TPUBELPG_DEMO,,15.0,,,
REG2,PRC_ACTFLO,2005,TCAREBIO,TCAREBIO_DEMO,,1.25,,,
REG2,PRC_ACTFLO,2005,TCAREDSL,TCAREDSL_DEMO,,1.25,,,
REG2,PRC_ACTFLO,2005,TCAREELC,TCAREELC_DEMO,,1.25,,,
REG2,PRC_ACTFLO,2005,TCAREGAS,TCAREGAS_DEMO,,1.25,,,
REG2,PRC_ACTFLO,2005,TCAREGSL,TCAREGSL_DEMO,,1.25,,,
REG2,PRC_ACTFLO,2005,TCARELPG,TCARELPG_DEMO,,1.25,,,
REG2,PRC_ACTFLO,2005,TPUBEBIO,TPUBEBIO_DEMO,,15.0,,,
REG2,PRC_ACTFLO,2005,TPUBEDSL,TPUBEDSL_DEMO,,15.0,,,
REG2,PRC_ACTFLO,2005,TPUBEELC,TPUBEELC_DEMO,,200.0,,,
REG2,PRC_ACTFLO,2005,TPUBEGAS,TPUBEGAS_DEMO,,15.0,,,
REG2,PRC_ACTFLO,2005,TPUBEGSL,TPUBEGSL_DEMO,,15.0,,,
REG2,PRC_ACTFLO,2005,TPUBELPG,TPUBELPG_DEMO,,15.0,,,
REG1,PRC_RESID,2005,CAPEELC,,,3828.997365,,,
REG1,PRC_RESID,2005,COTEBIO,,,13.13,,,
REG1,PRC_RESID,2005,COTECOA,,,124.570875,,,
REG1,PRC_RESID,2005,COTEELC,,,212.722075833333,,,
REG1,PRC_RESID,2005,COTEGAS,,,707.69892,,,
REG1,PRC_RESID,2005,COTEOIL,,,431.67905,,,
REG1,PRC_RESID,2005,CSHEBIO,,,3.74714611872146,,,
REG1,PRC_RESID,2005,CSHECOA,,,0.0,,,
REG1,PRC_RESID,2005,CSHEELC,,,6.7453727750296,,,
REG1,PRC_RESID,2005,CSHEGAS,,,52.3622995941147,,,
REG1,PRC_RESID,2005,CSHEOIL,,,31.9397233849146,,,
REG1,PRC_RESID,2005,CSHESOL,,,0.800672247590056,,,
REG1,PRC_RESID,2005,ELCNENUC00,,,51.7979452054795,,,
REG1,PRC_RESID,2005,ELCREBIO00,,,7.80233027333841,,,
REG1,PRC_RESID,2005,ELCRESOL00,,,7.18755284965331,,,
REG1,PRC_RESID,2005,ELCREWIN00,,,23.9088660578387,,,
REG1,PRC_RESID,2005,ELCTECOA00,,,89.372771062763,,,
REG1,PRC_RESID,2005,ELCTEGAS00,,,41.4504377831498,,,
REG1,PRC_RESID,2005,ELCTEOIL00,,,5.71060244874205,,,
REG1,PRC_RESID,2005,RAPEELC,,,4350.68913,,,
REG1,PRC_RESID,2005,ROTEBIO,,,301.4665675,,,
REG1,PRC_RESID,2005,ROTECOA,,,780.261191666667,,,
REG1,PRC_RESID,2005,ROTEELC,,,0.0,,,
REG1,PRC_RESID,2005,ROTEGAS,,,1737.13031,,,
REG1,PRC_RESID,2005,ROTEOIL,,,963.410804166667,,,
REG1,PRC_RESID,2005,RSHEBIO,,,86.0349793093607,,,
REG1,PRC_RESID,2005,RSHECOA,,,0.0,,,
REG1,PRC_RESID,2005,RSHEELC,,,15.3288274775917,,,
REG1,PRC_RESID,2005,RSHEGAS,,,165.252122336377,,,
REG1,PRC_RESID,2005,RSHEOIL,,,91.6486685851091,,,
REG1,PRC_RESID,2005,RSHESOL,,,5.33781498393371,,,
REG1,PRC_RESID,2005,TCAREBIO,,,3181.5,,,
REG1,PRC_RESID,2005,TCAREDSL,,,87102.9723027273,,,
REG1,PRC_RESID,2005,TCAREELC,,,0.0,,,
REG1,PRC_RESID,2005,TCAREGAS,,,233.010462857143,,,
REG1,PRC_RESID,2005,TCAREGSL,,,84109.8490434783,,,
REG1,PRC_RESID,2005,TCARELPG,,,2583.27555714286,,,
REG1,PRC_RESID,2005,TPUBEBIO,,,228.6703125,,,
REG1,PRC_RESID,2005,TPUBEDSL,,,1168.4545065,,,
REG1,PRC_RESID,2005,TPUBEELC,,,40.294758,,,
REG1,PRC_RESID,2005,TPUBEGAS,,,0.0,,,
REG1,PRC_RESID,2005,TPUBEGSL,,,0.0,,,
REG1,PRC_RESID,2005,TPUBELPG,,,0.0,,,
REG1,PRC_RESID,2010,CAPEELC,,,0.0,,,
REG1,PRC_RESID,2010,RAPEELC,,,0.0,,,
REG1,PRC_RESID,2015,COTEBIO,,,0.0,,,
REG1,PRC_RESID,2015,COTECOA,,,0.0,,,
REG1,PRC_RESID,2015,COTEELC,,,0.0,,,
REG1,PRC_RESID,2015,COTEGAS,,,0.0,,,
REG1,PRC_RESID,2015,COTEOIL,,,0.0,,,
REG1,PRC_RESID,2015,ROTEBIO,,,0.0,,,
REG1,PRC_RESID,2015,ROTECOA,,,0.0,,,
REG1,PRC_RESID,2015,ROTEELC,,,0.0,,,
REG1,PRC_RESID,2015,ROTEGAS,,,0.0,,,
REG1,PRC_RESID,2015,ROTEOIL,,,0.0,,,
REG1,PRC_RESID,2015,TCAREBIO,,,0.0,,,
REG1,PRC_RESID,2015,TCAREDSL,,,0.0,,,
REG1,PRC_RESID,2015,TCAREELC,,,0.0,,,
REG1,PRC_RESID,2015,TCAREGAS,,,0.0,,,
REG1,PRC_RESID,2015,TCAREGSL,,,0.0,,,
REG1,PRC_RESID,2015,TCARELPG,,,0.0,,,
REG1,PRC_RESID,2020,CSHEBIO,,,0.0,,,
REG1,PRC_RESID,2020,CSHECOA,,,0.0,,,
REG1,PRC_RESID,2020,CSHEELC,,,0.0,,,
REG1,PRC_RESID,2020,CSHEGAS,,,0.0,,,
REG1,PRC_RESID,2020,CSHEOIL,,,0.0,,,
REG1,PRC_RESID,2020,CSHESOL,,,0.0,,,
REG1,PRC_RESID,2020,ELCRESOL00,,,0.0,,,
REG1,PRC_RESID,2020,RSHEBIO,,,0.0,,,
REG1,PRC_RESID,2020,RSHECOA,,,0.0,,,
REG1,PRC_RESID,2020,RSHEELC,,,0.0,,,
REG1,PRC_RESID,2020,RSHEGAS,,,0.0,,,
REG1,PRC_RESID,2020,RSHEOIL,,,0.0,,,
REG1,PRC_RESID,2020,RSHESOL,,,0.0,,,
REG1,PRC_RESID,2025,ELCREWIN00,,,0.0,,,
REG1,PRC_RESID,2025,ELCTEGAS00,,,0.0,,,
REG1,PRC_RESID,2030,ELCNENUC00,,,51.7979452054795,,,
REG1,PRC_RESID,2030,ELCREBIO00,,,0.0,,,
REG1,PRC_RESID,2035,ELCTECOA00,,,0.0,,,
REG1,PRC_RESID,2035,ELCTEOIL00,,,0.0,,,
REG1,PRC_RESID,2035,TPUBEBIO,,,0.0,,,
REG1,PRC_RESID,2035,TPUBEDSL,,,0.0,,,
REG1,PRC_RESID,2035,TPUBEELC,,,0.0,,,
REG1,PRC_RESID,2035,TPUBEGAS,,,0.0,,,
REG1,PRC_RESID,2035,TPUBEGSL,,,0.0,,,
REG1,PRC_RESID,2035,TPUBELPG,,,0.0,,,
REG2,PRC_RESID,2005,CAPEELC,,,3828.997365,,,
REG2,PRC_RESID,2005,COTEBIO,,,4.37666666666667,,,
REG2,PRC_RESID,2005,COTECOA,,,67.076625,,,
REG2,PRC_RESID,2005,COTEELC,,,382.8997365,,,
REG2,PRC_RESID,2005,COTEGAS,,,353.84946,,,
REG2,PRC_RESID,2005,COTEOIL,,,143.893016666667,,,
REG2,PRC_RESID,2005,CSHEBIO,,,1.24904870624049,,,
REG2,PRC_RESID,2005,CSHECOA,,,0.0,,,
REG2,PRC_RESID,2005,CSHEELC,,,1.34907455500592,,,
REG2,PRC_RESID,2005,CSHEGAS,,,100.984434931507,,,
REG2,PRC_RESID,2005,CSHEOIL,,,41.0653586377473,,,
REG2,PRC_RESID,2005,CSHESOL,,,0.800672247590056,,,
REG2,PRC_RESID,2005,ELCNENUC00,,,63.308599695586,,,
REG2,PRC_RESID,2005,ELCREBIO00,,,2.60077675777947,,,
REG2,PRC_RESID,2005,ELCRESOL00,,,7.18755284965331,,,
REG2,PRC_RESID,2005,ELCREWIN00,,,44.4021798217004,,,
REG2,PRC_RESID,2005,ELCTECOA00,,,48.1237998030262,,,
REG2,PRC_RESID,2005,ELCTEGAS00,,,62.1756566747247,,,
REG2,PRC_RESID,2005,ELCTEOIL00,,,5.71060244874205,,,
REG2,PRC_RESID,2005,RAPEELC,,,4350.68913,,,
REG2,PRC_RESID,2005,ROTEBIO,,,200.977711666667,,,
REG2,PRC_RESID,2005,ROTECOA,,,420.140641666667,,,
REG2,PRC_RESID,2005,ROTEELC,,,241.704951666666,,,
REG2,PRC_RESID,2005,ROTEGAS,,,2084.556372,,,
REG2,PRC_RESID,2005,ROTEOIL,,,770.728643333333,,,
REG2,PRC_RESID,2005,RSHEBIO,,,25.4918457212921,,,
REG2,PRC_RESID,2005,RSHECOA,,,0.0,,,
REG2,PRC_RESID,2005,RSHEELC,,,7.66441373879587,,,
REG2,PRC_RESID,2005,RSHEGAS,,,264.403395738204,,,
REG2,PRC_RESID,2005,RSHEOIL,,,97.7585798241164,,,
REG2,PRC_RESID,2005,RSHESOL,,,5.33781498393371,,,
REG2,PRC_RESID,2005,TCAREBIO,,,707.0,,,
REG2,PRC_RESID,2005,TCAREDSL,,,87102.9723027273,,,
REG2,PRC_RESID,2005,TCAREELC,,,0.0,,,
REG2,PRC_RESID,2005,TCAREGAS,,,349.515694285714,,,
REG2,PRC_RESID,2005,TCAREGSL,,,84109.8490434783,,,
REG2,PRC_RESID,2005,TCARELPG,,,2583.27555714286,,,
REG2,PRC_RESID,2005,TPUBEBIO,,,152.446875,,,
REG2,PRC_RESID,2005,TPUBEDSL,,,1168.4545065,,,
REG2,PRC_RESID,2005,TPUBEELC,,,40.294758,,,
REG2,PRC_RESID,2005,TPUBEGAS,,,0.0,,,
REG2,PRC_RESID,2005,TPUBEGSL,,,0.0,,,
REG2,PRC_RESID,2005,TPUBELPG,,,0.0,,,
REG2,PRC_RESID,2010,CAPEELC,,,0.0,,,
REG2,PRC_RESID,2010,RAPEELC,,,0.0,,,
REG2,PRC_RESID,2015,COTEBIO,,,0.0,,,
REG2,PRC_RESID,2015,COTECOA,,,0.0,,,
REG2,PRC_RESID,2015,COTEELC,,,0.0,,,
REG2,PRC_RESID,2015,COTEGAS,,,0.0,,,
REG2,PRC_RESID,2015,COTEOIL,,,0.0,,,
REG2,PRC_RESID,2015,ROTEBIO,,,0.0,,,
REG2,PRC_RESID,2015,ROTECOA,,,0.0,,,
REG2,PRC_RESID,2015,ROTEELC,,,0.0,,,
REG2,PRC_RESID,2015,ROTEGAS,,,0.0,,,
REG2,PRC_RESID,2015,ROTEOIL,,,0.0,,,
REG2,PRC_RESID,2015,TCAREBIO,,,0.0,,,
REG2,PRC_RESID,2015,TCAREDSL,,,0.0,,,
REG2,PRC_RESID,2015,TCAREELC,,,0.0,,,
REG2,PRC_RESID,2015,TCAREGAS,,,0.0,,,
REG2,PRC_RESID,2015,TCAREGSL,,,0.0,,,
REG2,PRC_RESID,2015,TCARELPG,,,0.0,,,
REG2,PRC_RESID,2020,CSHEBIO,,,0.0,,,
REG2,PRC_RESID,2020,CSHECOA,,,0.0,,,
REG2,PRC_RESID,2020,CSHEELC,,,0.0,,,
REG2,PRC_RESID,2020,CSHEGAS,,,0.0,,,
REG2,PRC_RESID,2020,CSHEOIL,,,0.0,,,
REG2,PRC_RESID,2020,CSHESOL,,,0.0,,,
REG2,PRC_RESID,2020,ELCRESOL00,,,0.0,,,
REG2,PRC_RESID,2020,RSHEBIO,,,0.0,,,
REG2,PRC_RESID,2020,RSHECOA,,,0.0,,,
REG2,PRC_RESID,2020,RSHEELC,,,0.0,,,
REG2,PRC_RESID,2020,RSHEGAS,,,0.0,,,
REG2,PRC_RESID,2020,RSHEOIL,,,0.0,,,
REG2,PRC_RESID,2020,RSHESOL,,,0.0,,,
REG2,PRC_RESID,2025,ELCREWIN00,,,0.0,,,
REG2,PRC_RESID,2025,ELCTEGAS00,,,0.0,,,
REG2,PRC_RESID,2030,ELCNENUC00,,,63.308599695586,,,
REG2,PRC_RESID,2030,ELCREBIO00,,,0.0,,,
REG2,PRC_RESID,2035,ELCTECOA00,,,0.0,,,
REG2,PRC_RESID,2035,ELCTEOIL00,,,0.0,,,
REG2,PRC_RESID,2035,TPUBEBIO,,,0.0,,,
REG2,PRC_RESID,2035,TPUBEDSL,,,0.0,,,
REG2,PRC_RESID,2035,TPUBEELC,,,0.0,,,
REG2,PRC_RESID,2035,TPUBEGAS,,,0.0,,,
REG2,PRC_RESID,2035,TPUBEGSL,,,0.0,,,
REG2,PRC_RESID,2035,TPUBELPG,,,0.0,,,
